accuracy	nps
0.3007335826	estimation algorithm based on
0.3006079821	examination of
0.3005103695	based fault detection
0.3004478982	laser based
0.3004396561	parking system
0.3003779024	adaptive genetic algorithm
0.3002997692	a study on
0.3002956866	charging strategy for
0.3002956644	filter design for
0.3001830196	adaptive controller
0.3001691046	selection method for
0.3000473463	synthesized by
0.2999680946	damping control
0.2999137573	smart home system
0.2998863097	injection method
0.2998104671	a smart
0.2997757718	segmentation from
0.2997479913	detection method for
0.2995150298	using decision tree
0.2993260225	in cloud radio access networks
0.2992682537	efficient computation of
0.2991910553	selection scheme for
0.2991417114	visualization tool for
0.2991329718	field sensor
0.2989723452	converter with
0.2988922507	for future 5g
0.2988676471	joint optimization
0.2987755268	the performance of
0.2987545842	an ultrasonic
0.2986554073	from demonstration
0.2985696832	classification using deep
0.2982214828	based on simplified
0.2981147402	power applications
0.2980705647	with bounded
0.2980282447	to guide
0.2979976004	inf control for
0.2979854533	voltage source inverter with
0.2979428226	optimization for
0.2978918427	of service in
0.2978776294	low power applications
0.2978189906	monopole antenna for
0.2975678227	characteristic analysis of
0.2974939630	a novel approach for
0.2974566854	robust stabilization of
0.2972967681	built in self
0.2970691309	diverse array
0.2968699885	in distribution grids
0.2968118185	localization using
0.2965700739	system for
0.2965537194	an energy
0.2964846409	distributed antenna
0.2964327120	research on improved
0.2963512577	low k
0.2963391777	scheme for mobile
0.2963060802	data acquisition system
0.2962553421	based on modified
0.2961802138	a deep learning approach to
0.2960328426	application of machine learning
0.2959810674	learning management system
0.2958891596	robust control of
0.2957104737	construction of
0.2956387045	an auxiliary
0.2955597594	na & #
0.2954343593	ride through
0.2953842679	fuzzy logic controller for
0.2952956562	lossless compression of
0.2951961866	logic based
0.2951958987	in 130 nm sige
0.2951474825	reconstruction algorithm for
0.2948498344	comparative evaluation
0.2948203184	with time delay
0.2947951736	based approach for
0.2947417007	finfet cmos
0.2946847293	mimo system
0.2945279155	using opencl
0.2944914099	sliding mode controller for
0.2943244049	a high performance
0.2943064693	systems with time varying
0.2942169333	modification of
0.2942115141	assistance system
0.2941410509	high speed optical
0.2940378224	step towards
0.2939277213	implemented on
0.2939014299	simultaneous optimization of
0.2938508011	the mid infrared
0.2937913446	frequency signal
0.2937175651	radio over fiber system
0.2935871579	variable step
0.2935679317	amount of
0.2934272224	for wireless body area networks
0.2934149955	radio over
0.2933866629	a versatile
0.2932779755	based on matlab
0.2931482503	an anti
0.2930772394	a general
0.2929071173	a proof of concept
0.2928946044	measurement system
0.2927764146	calibration technique for
0.2924339833	community detection in
0.2924210358	in hybrid electric vehicle
0.2923465398	suitability of
0.2922652662	ofdm system
0.2921307951	with time varying
0.2920932359	controllability of
0.2920654040	an approximate
0.2919552069	absorption rate
0.2919199424	difference method
0.2918143752	output feedback control of
0.2917818604	analysis on
0.2917317295	estimation using
0.2915714184	scheduling method
0.2915610300	the example of
0.2915116945	overview of
0.2914790932	a class of discrete time
0.2914080596	processing methods
0.2913475092	7 & #
0.2913206018	history of
0.2912936485	adaptive observer
0.2912621579	a real world
0.2911973555	robust adaptive
0.2911638112	detection from
0.2910805170	a service oriented
0.2910046210	image segmentation based on
0.2909690563	structure based
0.2908803044	calibration of
0.2907671639	adaptive gain
0.2907223807	static output
0.2907113472	dc converter based on
0.2906016711	wireless sensor network based
0.2905117947	buck boost converter with
0.2904557983	heating system
0.2903976840	power loads
0.2903869496	new type
0.2903246465	security analysis of
0.2902750592	a machine learning based
0.2902194955	simulation tool for
0.2901029582	hybrid power system
0.2900363580	implemented in
0.2900212960	combined with
0.2899982958	design of compact
0.2899215604	in 0.18
0.2897393053	energy conversion system
0.2896274405	flow imaging
0.2894706896	built in
0.2893962325	3d video
0.2893689201	a fuzzy logic based
0.2893524618	photonic crystal fiber with
0.2892281634	closed loop control of
0.2891093797	the accuracy of
0.2888658294	allocation method
0.2888619134	case study of
0.2887860559	consensus control for
0.2887693872	the future
0.2887590180	an interleaved
0.2887278218	feedback based
0.2886768837	a review of
0.2886550720	a single stage
0.2886134487	research of
0.2885136857	application of fuzzy
0.2884306887	service function
0.2883807415	the european
0.2883781493	a machine learning approach to
0.2883156413	in taiwan
0.2882298815	scale wind
0.2882039767	classification using
0.2881871703	for multi target tracking
0.2880529040	a set of
0.2879502410	based on kinect
0.2879057248	with high penetration
0.2878739298	different load
0.2878373174	design and performance
0.2878030430	multiply and
0.2876447121	sense amplifier for
0.2873752153	control device
0.2872958210	recognition algorithm based on
0.2872747639	modelling and simulation of
0.2871023606	in romania
0.2870063161	a systematic
0.2868454680	expert system for
0.2867562063	under various
0.2866715984	band applications
0.2866313933	an ac
0.2864300983	performance study of
0.2864003505	simulation framework for
0.2863466082	bidirectional dc dc converter for
0.2863133045	approach to optimal
0.2863075294	acoustic channel
0.2862957912	diagnosis of
0.2862201769	pon based
0.2862148600	a cross layer
0.2859646941	surface enhanced
0.2859109523	hybrid power
0.2858442387	wave propagation in
0.2858099976	based on pca
0.2857951226	in 130 nm
0.2857926347	three phase three
0.2857762040	exploration of
0.2856192882	in malaysia
0.2856049533	effectiveness of
0.2855125587	quality issues
0.2855122188	radiation force
0.2854906254	images using
0.2853445827	analysis and verification
0.2853270159	stability assessment of
0.2853110785	to rank
0.2849326727	bandwidth enhancement of
0.2848999202	synchronization of
0.2848909570	system with
0.2847101853	assisted access
0.2846112254	management scheme for
0.2846084688	processing approach
0.2845300290	polarized antenna
0.2844592955	change detection in
0.2843391043	based action recognition
0.2842365722	a novel hybrid
0.2841582478	adaptive control of
0.2839776590	using data mining
0.2839559561	equation based
0.2838307323	fault detection of
0.2837982979	group based
0.2837397135	modelling and analysis of
0.2834509369	adaptive routing
0.2833554244	management architecture
0.2833246427	reconstruction of
0.2832634129	based on multi
0.2832163442	preparation of
0.2831184258	guidance law with
0.2830835851	t s
0.2830795796	feature extraction for
0.2829982474	in elastic optical
0.2828573745	using supervised learning
0.2828469259	possibility of
0.2827901316	energy consumption in
0.2827869082	design and testing
0.2826637500	to secure
0.2825895724	congestion management in
0.2825274077	frequency selective surface with
0.2824156203	propagation through
0.2823405952	sliding mode control with
0.2823102726	sentiment analysis on
0.2822926722	to automatically
0.2822750727	network function
0.2822655293	an assistive
0.2821239411	active neutral
0.2820845356	parametric study
0.2820320234	optimization algorithm for
0.2820237880	to ground
0.2820237676	on multi core
0.2819440192	linear power
0.2818455252	using wavelet transform
0.2818073187	evaluation method of
0.2817871135	physical layer security in
0.2817097778	control for nonlinear
0.2813222007	identification via
0.2809487221	deployment of
0.2809423507	coverage path
0.2809180774	the correlation between
0.2809085123	discussion on
0.2808037605	a use case
0.2806921798	automatic target
0.2806826877	a deep convolutional neural
0.2806485689	mitigation of
0.2805689143	applied in
0.2804302235	motion planning for
0.2803204875	system reliability
0.2802822903	inf control
0.2802820501	braking system
0.2802409973	channel estimation for
0.2802334573	automatic classification of
0.2801478971	development and testing of
0.2799401217	boost converter with
0.2799345806	new structure
0.2799151253	with time delays
0.2798936673	version of
0.2796989276	absence of
0.2796405932	parameter optimization of
0.2796361423	bandpass filter with
0.2796246329	memory based
0.2793479681	data parallel
0.2792923260	a new type of
0.2792867008	control for linear
0.2792736180	the & # x201c
0.2790652497	order nonlinear
0.2790651746	empirical study of
0.2789407382	and experimental verification
0.2788925370	neural network approach
0.2788192949	iterative learning control for
0.2788157174	delay time
0.2788026866	power hardware in
0.2787970376	multi agent systems under
0.2786890034	search algorithm for
0.2786812128	technology nodes
0.2786220983	evolution of
0.2785458796	an experiment
0.2784441529	modelling and analysis
0.2784089471	supervised deep
0.2783760553	fall detection using
0.2783334687	permanent magnet machine for
0.2782332549	a cost efficient
0.2781896009	and program co chairs
0.2781511453	based on support vector machine
0.2781450536	an android
0.2780973566	order multi agent systems with
0.2780353734	mobile application for
0.2779646767	experiences from
0.2779631500	fault estimation for
0.2777829340	applicability of
0.2776968421	design and application of
0.2775696086	recovery from
0.2775348700	a high gain
0.2772487265	in mice
0.2772069246	techniques applied to
0.2771825883	nonlinear control of
0.2771104931	control of induction motor
0.2769707812	biogeography based
0.2769674737	prediction using
0.2769631131	control of uncertain
0.2768330867	using reinforcement learning
0.2768268959	a qualitative
0.2767427200	scale networks
0.2767278182	brillouin scattering in
0.2766788648	in distribution systems
0.2764437669	incorporation of
0.2763026667	an approach
0.2762294185	overhead transmission
0.2762186404	performance assessment of
0.2761923256	analytical model for
0.2761259528	mobile robot based on
0.2761121235	a graph based
0.2760084808	estimation based
0.2759374755	a deep neural network
0.2759296983	based on bp
0.2758252731	programming model
0.2758222292	efficient routing
0.2757220246	an efficient approach
0.2757122667	offset estimation
0.2756964527	a convolutional neural network
0.2756956861	with adjustable
0.2755400683	kinematic analysis of
0.2754089782	the cloud
0.2753689103	rf energy
0.2753227239	domain approach
0.2752549751	fault diagnosis method based
0.2752437914	a new approach to
0.2751035654	chain management
0.2750705809	cooperative multi
0.2750407839	tracking method
0.2748379552	oxide based
0.2748379255	power allocation for
0.2748372205	body communication
0.2747814258	2017 technical
0.2747552891	inverter with
0.2747400095	design method of
0.2747136421	welcome from
0.2746197114	extraction of
0.2745398545	design and validation of
0.2745378627	authentication system
0.2744343981	charging applications
0.2744246755	in 40 nm
0.2744152428	m sige
0.2743136131	a small
0.2743004498	antenna with low
0.2742795921	processing systems
0.2742187581	harvesting applications
0.2742170863	co inf
0.2741947693	aircraft systems
0.2741309754	fiber sensors
0.2740254979	a prototype
0.2738746912	management algorithm
0.2736691325	power processing
0.2736054448	algorithm for distributed
0.2735939183	terminal sliding mode control for
0.2730705382	microstrip antenna with
0.2730696620	modal analysis of
0.2729984321	allocation algorithm for
0.2729294307	near real time
0.2728742117	method based
0.2728710878	optimal operation of
0.2726816171	and particle swarm optimization
0.2726065471	channel state
0.2725168061	up converter
0.2723992848	load model
0.2723338700	generation of
0.2721512855	bandpass filter based on
0.2721221290	extreme learning
0.2720559185	the russian
0.2720392499	outage probability of
0.2720369081	a multi
0.2720187559	discrete time systems with
0.2719620071	dielectric resonator antenna for
0.2719400972	conceptual framework for
0.2718960601	4 sup
0.2717496486	defined networks
0.2717290456	control mechanism
0.2715749858	representation of
0.2712040874	management system for
0.2709722725	layer security
0.2709517927	in multi terminal
0.2709448558	an unmanned
0.2709384310	the fly
0.2708776229	waveform design for
0.2708235160	model of
0.2706678434	empirical mode
0.2705874406	energy efficiency in
0.2705684153	robotic system for
0.2703743233	surface integral
0.2701578790	assisted by
0.2701523889	a deep convolutional
0.2700795461	3d model
0.2694612096	a wideband
0.2694395966	high voltage circuit
0.2693608532	search optimization
0.2693020036	recognition method based on
0.2692163086	driven approach to
0.2691485456	a semi supervised
0.2690423956	a smartphone based
0.2687767120	for small satellite
0.2687647670	slot antenna for
0.2686817341	in 45nm
0.2684085845	a modular
0.2682738342	real time control
0.2682526528	an inductive
0.2682423633	design and verification of
0.2681870468	linear systems with
0.2680552744	in 65 nm
0.2677866297	method of
0.2677728975	protocol for wireless
0.2677171220	trade off in
0.2677035040	high penetration of
0.2676986120	control strategy based on
0.2676753721	parallelization of
0.2676586584	to practice
0.2676582450	mobile service
0.2675558982	verification of
0.2675253152	a study of
0.2675016657	fusion approach
0.2674561446	computation of
0.2673706155	wave power
0.2672902643	control of nonlinear
0.2672660922	oil based
0.2671155962	manufacturing system
0.2670803955	consensus of multi
0.2669417781	class of nonlinear
0.2667996403	storage system
0.2667929241	nonlinear multi agent systems with
0.2667722377	the quality of
0.2667414527	modular multilevel converter for
0.2666785373	a spatio temporal
0.2666344241	valuation of
0.2665373305	with application to
0.2664340340	control system based on
0.2663554316	iterative algorithm
0.2662878640	with constant power
0.2662761321	sliding mode control based
0.2661973883	responses to
0.2661816075	power gan
0.2661103701	a cloud based
0.2655801384	formalization of
0.2655713318	cascade laser
0.2655105970	a new hybrid
0.2654489694	a systematic literature
0.2654328290	using deep neural network
0.2651275453	linear induction
0.2649230025	using fiber bragg grating
0.2647837874	network routing
0.2646628377	simulation environment for
0.2645620897	a service
0.2645284074	value decomposition
0.2644951645	a framework for
0.2644808066	switched systems with
0.2644403224	management in
0.2643679518	terahertz quantum
0.2643137158	inf thin films
0.2641839493	decision support system for
0.2640824311	estimation in
0.2639848304	sharing control
0.2639486197	comprehensive study of
0.2636785466	design method for
0.2636493243	security risk
0.2635789395	wireless communication system
0.2635066879	backstepping control for
0.2635002465	peak to
0.2634661902	power filters
0.2634244012	oriented software
0.2633858054	dynamic wireless
0.2632307890	heat transfer in
0.2632257224	resource provisioning in
0.2632194386	based on zigbee
0.2630304420	review of
0.2630220151	antenna with
0.2629817119	planning considering
0.2628312874	model selection
0.2628125749	an uncertain
0.2628062751	deep learning approach for
0.2627793930	preserving data
0.2627467107	optimal scheduling of
0.2626984010	a multi agent
0.2625695443	power control for
0.2625418866	an enterprise
0.2624171733	characteristics analysis
0.2623740776	the possibility
0.2623189750	motion control of
0.2623116834	fuel cell system
0.2622610908	four wave mixing in
0.2622080794	body sensor
0.2621473650	speed drive
0.2621017665	dependence on
0.2619484413	and energy efficient
0.2618812108	a high precision
0.2617639656	array based
0.2617024152	recognition through
0.2616478258	recognition using deep
0.2616092865	single phase three
0.2615144239	power prediction
0.2613732960	shielding effectiveness of
0.2612617907	modeling and
0.2612078378	localization via
0.2611256736	estimation based on
0.2610306299	for wireless applications
0.2610150933	enhancement by
0.2609836315	alert system for
0.2609476764	a cyber physical
0.2608445725	flow prediction
0.2607328650	communication over
0.2606758263	efficient resource
0.2603711677	in radial distribution
0.2601403994	a grid connected
0.2599651532	enabler for
0.2599141665	switched reluctance motor for
0.2598775665	improving performance of
0.2597339034	analysis and implementation
0.2597197978	an urban
0.2596621131	consideration of
0.2596497740	cell based
0.2595827500	design of low power
0.2595671262	power amplifier with
0.2594865289	tracking algorithm based on
0.2593408538	sharing scheme for
0.2593251083	hybrid multi
0.2592209353	fault diagnosis in
0.2590493138	efficiency improvement of
0.2589497297	permanent magnet synchronous motor based on
0.2588954987	control for permanent magnet
0.2588053516	the next generation
0.2586899478	significance of
0.2586313397	interpretation of
0.2585947884	networked control systems with
0.2584836362	the national
0.2584115682	optimisation of
0.2583895940	shape from
0.2583803645	virtual synchronous
0.2583768114	classification approach
0.2583042844	selection scheme
0.2580432635	adaptive robust
0.2579962302	a wind turbine
0.2579874497	mixture of
0.2577327932	a brief
0.2576439959	induction motor based
0.2576091924	for children with autism
0.2574689874	emission from
0.2573991800	massive mimo system
0.2573719945	multi factor
0.2572531255	ensemble method
0.2571591355	efficiency of
0.2571253885	engineering research
0.2569964052	a quadcopter
0.2569904271	network modeling
0.2569404903	model based control
0.2568599349	temperature sensor based on
0.2568142260	an approach for
0.2567758807	c ran with
0.2567378812	to use
0.2567212426	a reconfigurable
0.2566348223	a cluster based
0.2566276482	based on k means
0.2565799779	power control strategy
0.2565742782	hybrid control
0.2564415170	a novel dual band
0.2563480365	selection of
0.2562653940	multilevel inverter with
0.2561079751	based model predictive
0.2560788051	neural network control
0.2559432191	buck converter with
0.2558997553	interference channel with
0.2558289210	load monitoring
0.2558096890	direct laser
0.2557409865	detection by
0.2556874724	extension of
0.2556177283	the technical program
0.2556104224	a preliminary
0.2556069284	mitigation in
0.2555000239	estimation for
0.2554048670	plug in
0.2553256816	wearable device for
0.2551574745	electrical conductivity of
0.2550196293	visualization of
0.2550080868	selection for
0.2549855528	based approach to
0.2547795040	a case of
0.2547363895	convergence analysis of
0.2546204643	in brazil
0.2545507058	solution of
0.2543410730	experimental comparison of
0.2543332773	efficient implementation of
0.2542130443	sensing imagery
0.2541914906	validity of
0.2541305435	privacy preservation in
0.2541091834	indoor air
0.2540519310	provision of
0.2540314142	element analysis
0.2539776187	recognition of
0.2539061844	images using deep
0.2538297716	design and
0.2538056219	classification based
0.2537982398	ripple reduction of
0.2537139533	to train
0.2536973354	malware detection using
0.2535908819	led driver with
0.2534828508	field scanning
0.2534481670	5 & #
0.2532817906	dynamic channel
0.2532167622	property of
0.2531734311	measurement units
0.2530706958	modeling approach for
0.2530311261	extraction method based on
0.2528900576	phase distribution
0.2528677017	network intrusion
0.2525689996	empirical analysis of
0.2522869620	electrical performance of
0.2522514745	stability of
0.2522311282	management method
0.2521414901	mining techniques
0.2520164768	miniaturization of
0.2520071056	a survey of
0.2519197045	contribution of
0.2518678549	3 & #
0.2518574849	a microgrid
0.2518202201	transportation system
0.2517273172	optimality of
0.2516005552	automated detection of
0.2515826179	part of
0.2515769222	the application of
0.2514812475	testbed for
0.2512090776	for big data applications
0.2511751170	aware adaptive
0.2511271504	field oriented control of
0.2510629953	a multi layer
0.2510192291	an electrical
0.2509870360	low earth
0.2509458259	vco with
0.2509274213	using particle swarm
0.2508538905	data driven approach for
0.2508525616	way to
0.2507941353	aware multi
0.2506404517	operation under
0.2506105602	detection via
0.2505728843	control in wireless
0.2505563356	inf controller
0.2504426948	cycle control
0.2504212867	p i
0.2504110337	speech recognition system
0.2503783618	analytical model of
0.2502900360	using wi fi
0.2502745328	energy management strategy for
0.2502319017	optimal power allocation for
0.2502269359	simulation model for
0.2501458144	design and modeling of
0.2500748074	an accelerometer
0.2496917300	device for
0.2496399909	a programmable
0.2495119115	generalization of
0.2494215704	analysis and comparison of
0.2493021032	based on spark
0.2492623315	tracking system
0.2491917073	a high throughput
0.2491764103	an exoskeleton
0.2488718403	fuzzy control of
0.2487550718	tracking system for
0.2486868688	control algorithm for
0.2486701793	fault detection in
0.2486283152	measurement system for
0.2486213989	transmission through
0.2486209759	adaptive fault tolerant
0.2485971353	workshop on
0.2484582851	slot antenna with
0.2483995047	metric based
0.2481821549	aware power
0.2481510374	image encryption using
0.2480243379	republic of
0.2478533278	particle swarm optimization for
0.2478058982	fusion of
0.2477986748	estimator for
0.2476484798	process models
0.2475039880	reduction in
0.2474543865	100 & #
0.2473932239	based on image processing
0.2473873641	temperature sensor based
0.2471762698	programming approach to
0.2471723934	active noise
0.2471013357	a context aware
0.2470639565	internet of things applications
0.2470245632	analysis for
0.2469753554	toolbox for
0.2469692046	laser at
0.2468452738	user association in
0.2467104376	establishment of
0.2466941024	an sdn
0.2466338563	coordination of
0.2465202741	robustness of
0.2465032132	feature selection for
0.2464248908	system to support
0.2463240766	an application to
0.2463165265	energy harvesting from
0.2462819980	study between
0.2462421363	motor drive system
0.2460606505	scheduler for
0.2460515690	computational analysis of
0.2459787167	the relation between
0.2459616723	a new method
0.2459250229	automatic identification of
0.2459030023	application in
0.2458249989	intrusion detection using
0.2458119717	next generation high
0.2457778595	suppression of
0.2457677207	dynamic partial
0.2455600250	perspective on
0.2455246986	system using
0.2452572526	equalizer for
0.2451862609	a step towards
0.2451453318	a secure
0.2450584574	current controller for
0.2449597813	processing algorithm
0.2448637621	nonlinear systems via
0.2448460425	a combined
0.2447780602	segmentation of
0.2447118311	content delivery in
0.2446402323	a tool for
0.2446337025	a w band
0.2446283060	respect to
0.2445636987	predictive control for
0.2444507699	1.5 & #
0.2443512241	inf o
0.2443453905	automatic assessment
0.2443130590	an internal
0.2442726229	based on principal component
0.2442490905	information from
0.2441773149	uncertain systems with
0.2441620178	fault diagnosis method based on
0.2440243403	user interface for
0.2439916188	real time implementation of
0.2438405293	using deep neural
0.2438140200	energy generation
0.2437242363	localization approach
0.2436953472	a compact dual
0.2436603496	based on convolutional neural network
0.2436419727	a generalized
0.2436380633	stability analysis for
0.2436313980	interacting with
0.2435969294	order reduction of
0.2435225836	and machine learning
0.2435136983	description of
0.2434862960	sensitivity of
0.2434238344	induction machines using
0.2434186338	output regulation of
0.2433759164	a real time
0.2433299562	sensitivity to
0.2431805383	kind of
0.2431615455	joint source
0.2431322622	doa estimation based on
0.2429852424	transition from
0.2429774165	feedback control for
0.2429514238	an empirical study of
0.2427941827	a support vector machine
0.2427414653	correction of
0.2426446647	using multi layer
0.2426015258	visual servoing of
0.2425723344	response of
0.2425526706	grounding system
0.2425377632	a hierarchical
0.2424850217	observer for
0.2424803227	based intrusion detection system
0.2424435902	action recognition using
0.2423122123	a broadband
0.2421776355	separation of
0.2420689978	power filter
0.2419816485	and supporters
0.2419536397	a low latency
0.2419128909	the long term
0.2418531561	way relay
0.2416535315	adaptation of
0.2416064497	2 & # x002b
0.2413483198	metric learning for
0.2411976896	based on generalized
0.2409335188	analysis between
0.2408764640	planning for mobile
0.2407970934	a new method for
0.2407655707	pll with
0.2407049729	problem with
0.2406630337	a case study in
0.2404876432	feasibility analysis of
0.2404658722	modulation technique for
0.2403420109	segmentation via
0.2402881755	a privacy preserving
0.2402290620	dynamical system
0.2402095660	identification based on
0.2401454668	design method
0.2400979662	the supply chain
0.2400860162	transceiver with
0.2400218088	based fpgas
0.2397541789	a virtual reality
0.2396175118	cross section of
0.2395260518	the united
0.2394611775	for search and rescue
0.2394520575	transport system
0.2393679553	prediction from
0.2393319027	antenna for
0.2393316448	segmentation using
0.2391740013	an indirect
0.2390332460	system based on internet of things
0.2389711392	actuated by
0.2389084486	wide dynamic
0.2388958809	the efficiency of
0.2388949493	denial of
0.2386322863	charger with
0.2386047140	capacitor based
0.2385977390	feature selection based
0.2385594330	power generation system
0.2385260846	shape based
0.2384424990	algorithm applied
0.2383846911	approach based on
0.2382728370	pose estimation using
0.2382298598	robust visual
0.2382170836	an artificial
0.2381802440	based on wireless sensor network
0.2381188157	new design
0.2380905278	method for multi
0.2380824217	benefit of
0.2380807968	task allocation in
0.2380358467	belief networks
0.2378692733	noise control
0.2377573386	energy converters
0.2377055474	support vector machine for
0.2376070647	renewable energy system
0.2375526888	a low noise
0.2375430358	on insulator
0.2375209786	a deep neural
0.2374985628	antenna design for
0.2374681404	the main
0.2374621774	dynamic behavior of
0.2373928955	space optical
0.2373773351	adjustment of
0.2373161399	control of single phase
0.2372962322	interaction networks
0.2372649696	law based
0.2370711908	phase shifter with
0.2370460720	a dynamic
0.2370399396	module for
0.2368536174	additive manufacturing of
0.2366698134	frequency response of
0.2363614351	in islanded
0.2363431371	a stand alone
0.2362778159	creation of
0.2362416313	interference mitigation in
0.2361074334	mobility management in
0.2360898362	analysis and implementation of
0.2360034584	extraction method for
0.2359663406	attitude control for
0.2357710847	an efficient method
0.2357234959	control based
0.2356389695	choice of
0.2355030173	formulation for
0.2354961742	an image
0.2354361683	bandpass filter using
0.2353711146	wind turbine system
0.2353110710	based classifiers
0.2352453213	improved image
0.2352350766	linear model
0.2351507900	a common
0.2350609341	planner for
0.2350500235	pi controller for
0.2347769372	applied on
0.2346473747	gesture recognition using
0.2343678099	evolutionary algorithm for
0.2342675196	particle filter for
0.2341580345	an introduction to
0.2341098109	control of three level
0.2341075235	optimal power flow with
0.2340723418	an internet of things
0.2340720440	autonomous control
0.2340048187	efficient single
0.2339812042	backstepping control of
0.2339525549	preliminary study of
0.2339068207	converter under
0.2338754187	for pv applications
0.2338298387	control of permanent magnet
0.2338187338	a mathematical model
0.2337264109	lighting system
0.2336769013	discriminant analysis for
0.2336018528	immune system
0.2335628607	scheduling approach
0.2335438750	flyback converter for
0.2334871165	a model based
0.2334857349	risk assessment for
0.2334263078	regression model for
0.2333283890	order model
0.2332849974	healthcare system
0.2332049283	usage of
0.2330749940	tutoring system
0.2330713293	identification using
0.2329822360	n inf
0.2328101434	search over
0.2327583431	behaviour of
0.2325887419	robust image
0.2325401208	optimal control for
0.2324931778	with built in
0.2324810806	indoor localization system
0.2324213724	sup & #
0.2323053209	attack detection in
0.2322347297	parallel algorithm for
0.2320386327	dipole antenna with
0.2320012569	semantic image
0.2319522367	optimization approach for
0.2319485617	of things
0.2319317874	efficacy of
0.2318931279	improved performance of
0.2317279185	gas sensor based on
0.2316227887	system integration
0.2316212216	using recurrent neural
0.2314795083	definition of
0.2314686411	a software defined
0.2313883198	m sup
0.2313516095	alternative to
0.2313345122	light communication system
0.2312750068	attack on
0.2312656288	participation in
0.2311550653	optimization method for
0.2311039464	complexity analysis of
0.2310495704	a planar
0.2309489561	technology for
0.2309205510	testing of
0.2309063056	reconfiguration of
0.2308773562	based on time frequency
0.2308017680	the italian
0.2307011979	designed for
0.2306723420	10 & #
0.2306542279	large power
0.2306120195	proposal for
0.2306081864	evaluation method for
0.2305041971	detection and analysis
0.2304752478	diagnosis method based on
0.2304572414	interface design for
0.2304407710	lab on
0.2304148706	using kinect
0.2303954600	routing algorithm in
0.2303312624	communications systems
0.2302737623	monitoring of
0.2302142823	removal of
0.2301835791	dynamic output
0.2301628296	a universal
0.2301245434	the existing
0.2301089220	optimal multi
0.2300737973	at millimeter
0.2300616550	biometric system
0.2300410733	and simulation analysis
0.2300063097	the same
0.2297761006	oriented control
0.2297733376	hybrid algorithm
0.2297355794	a comparative study on
0.2296029070	image quality assessment based on
0.2295569334	energy harvester with
0.2295400957	filtering algorithm for
0.2294562617	domain adaptation for
0.2291251469	resistance to
0.2291048975	1 f
0.2287200358	estimation under
0.2287050529	adversarial network
0.2285999031	device communication
0.2285285098	digital frequency
0.2285008415	teleoperation system
0.2284047657	the brazilian
0.2283300071	imaging system
0.2281359007	network anomaly
0.2281290402	h inf & #
0.2280978152	source based
0.2279742083	an electro
0.2279513437	thermal conductivity of
0.2278683581	processor based
0.2278423830	design based on
0.2278259884	control of brushless
0.2276333519	hardware design of
0.2273597548	an impedance
0.2273473699	over nakagami
0.2272597745	vehicle networks
0.2272198827	analysis and simulation of
0.2271965210	a hybrid approach for
0.2271414956	fusion based
0.2270462461	amplifier with
0.2269617506	and mechanical properties
0.2268964605	direct power
0.2268729450	a non linear
0.2267965732	recognition performance
0.2267496134	for visually impaired people
0.2265939178	fast algorithm
0.2262719543	the loop
0.2262469284	analysis based on
0.2261692096	a probabilistic
0.2261052253	performance through
0.2260137961	an unmanned aerial
0.2259515414	strategy of
0.2258250373	activity recognition using
0.2257879363	performance modeling
0.2257402635	preface to
0.2257103534	noise ratio
0.2256512346	images based on
0.2255533046	prediction model for
0.2255349757	dynamic simulation of
0.2255215123	clustering algorithm based
0.2254993243	recurrent neural network for
0.2254807566	automated control
0.2254094908	resonant converter with
0.2253308806	extended state
0.2252930864	a robotic
0.2252735168	navigation system
0.2251317401	efficient multi
0.2250190258	a reliable
0.2250142829	an alternative to
0.2249840927	parallel algorithm
0.2249837713	introduction of
0.2249817943	induction motors using
0.2249489037	3d modeling
0.2249378610	antenna for wireless
0.2249121552	link prediction in
0.2248548231	prediction method of
0.2248114294	the next
0.2246614798	management of
0.2246308433	simulation platform for
0.2245755764	antenna array for
0.2245030221	a neural network based
0.2244602935	fiber laser based
0.2244563982	server based
0.2243989966	system using machine learning
0.2243758340	in 28 nm
0.2243102159	a fractional order
0.2242357671	and neck
0.2242248107	planning under
0.2242123201	accelerator for
0.2241861287	indoor localization using
0.2241615234	compensation of
0.2241349026	an inverse
0.2241016916	by wire
0.2240020116	an equivalent
0.2239946502	a double
0.2239892954	action recognition with
0.2239885540	supply system
0.2238378273	supply chain with
0.2238063506	communication applications
0.2237757829	frequency noise
0.2237209975	active disturbance
0.2236257829	sensor device
0.2236178715	and visualization
0.2235917575	active power filter with
0.2234458238	composition of
0.2234133726	state estimation of
0.2233835546	cooperative control for
0.2232241802	robotic system
0.2232169330	an analysis of
0.2231931399	a conceptual
0.2231288340	detection through
0.2230859168	fabricated with
0.2229373250	receiver with
0.2227429036	elimination of
0.2226280266	effect in
0.2225603169	the age of
0.2225489876	improvement by
0.2225286419	fabricated using
0.2224501479	a case for
0.2224498799	criterion for
0.2223704441	control method based on
0.2223399950	digital power
0.2223008625	voltage regulation of
0.2222962402	phase grid
0.2222168293	an early
0.2221843878	a large
0.2221402873	level inverter with
0.2220840670	force control of
0.2220621534	nd sup
0.2220505839	scale adaptive
0.2220039184	taking into
0.2219948774	converter for
0.2219442973	scheme with
0.2219094657	balancing algorithm for
0.2218278791	circuit breaker based on
0.2218215712	coordinated control of
0.2217249110	emotion recognition using
